text|label
Posłuchajcie, — krótkimi rzecz streszczę wam słowy:|wergiliusz
Ale myśl twarz nadobną odgadywać zwykła;|mickiewicz
Oba pełni nadziei, więc niegadatliwi.|mickiewicz
Dźwiga — wreszcie pod niebo z dna spiętrza się w szale.|wergiliusz
Jaszczurem wykładane, z kolcami ze złota,|mickiewicz
wspominać. Nie ma innego sposobu uwolnić człowieka pod rządem|mickiewicz
Na czaty pod szańcami Rutulów czternastu|wergiliusz
Gdy w powietrzu zawisną, zaledwie widome,|mickiewicz
Mknie brat Alkanor, brata upadającego|wergiliusz
Ten podpadnie za karę takiego wyrzutu|mickiewicz
Wskazywał palcem miejsca i drogę ich jazdy.|mickiewicz
Śle Turna, co gnał lotnym wozem wśród wojsk mrowi.|wergiliusz
Zamku Birbante-rokka. Czy są tu ciemnice|mickiewicz
Kiedyś sprawił, żem ujrzał zgon syna młodzieńczy|wergiliusz
Sędziemu, to bardzo źle, możecie się pobić,|mickiewicz
Że nie mogę na takie jechać polowanie|mickiewicz
    Odtąd cześć dajem zbawcy, w potomnych pamięci|wergiliusz
Każe wieść konie — cieszy się, kiedy rżą przed nim.|wergiliusz
860 Bo przecież o ten zamek dziś toczy się sprawa.|mickiewicz
W lewicy tarcze krągłe, przy boku miecz krzywy.|wergiliusz
Na niebie — zjawę dziwną, jaką do tej chwili|wergiliusz
A ich woń gąsienice i owad zabija.|mickiewicz
Choć go bardzo odmienił mundur pułkownika,|mickiewicz
Blask latarek i wniście kilkudziesiąt ludzi,|mickiewicz
W tym trud cały. Niewielu, których umiłował|wergiliusz
Wraz z Jowiszem. Wnet potem nad wklęsłym wybrzeżem|wergiliusz
Oszczepem miotać umie lub lotnymi strzały,|wergiliusz
Inni kubły stawiają, niecą płomień żwawy,|wergiliusz
Z głową w tył wychyloną, z rozpuszczonym włosem,|mickiewicz
                        Wtedy tak się ozwie Eurial śmiały:|wergiliusz
Wyszedł na środek izby, i podparł się w boki;|mickiewicz
Te jęki zmiękczą serca, pomruk między zgrają|wergiliusz
Banitę bratem, to co? karać go za brata!|mickiewicz
Ilium. On Argirypy gród z ojczystym mianem|wergiliusz
Że tu nie o Dobrzyńskich, lecz o powiat cały,|mickiewicz
Gwałcenie praw matczynych oburzy was jeszcze,|wergiliusz
Pod wiosły i dziobami toń wzburzy się wszędzie:|wergiliusz
Ustępuję, i z tobą, synu, pójdę wszędzie!«|wergiliusz
Kozackiemu wieszczowi tyle cudów śpiewa!|mickiewicz
W głębi piersi, przez całą noc oka nie zmruży|wergiliusz
Nie wiedzieć, czy z potrzeby, czy z upodobania|mickiewicz
Z ich karków rosną maszty, z grzyw szerokie żagle,|mickiewicz
Wyliczyć może wiele, nigdy ja, królowo,|wergiliusz
Lubimy znosić łupy i żyć ze zdobyczy.|wergiliusz
Jedno słowo Stolnika, jakże byśmy byli|mickiewicz
Przez pełne morze sunie, wnet trwoga ponura|wergiliusz
Im wolno kraj gnieść obcy, brać łup nieustanny,|wergiliusz
Na końcu wiszą gałki, coś na kształt guzików,|mickiewicz
Obrócił śmiejące się oczy na kobiety|mickiewicz
"Jeżeli cię tam złowię, niech cię Bóg uchowa!"""|mickiewicz
Z gestów żywych, z wydanych rozlicznych rozkazów,|mickiewicz
I ojciec Enej dawno już z chmury wydostać|wergiliusz
Poznał go zaraz, ale musiał kilka razy|mickiewicz
Bóstw? Czyż Enej nie natchnie was odwagą dumną?»|wergiliusz
Ona w środku wysoko nad ptastwem się wznosi,|mickiewicz
Pełniąc rozkaz, etruska jazda i Arkadzi|wergiliusz
W takim wojennym czasie! Ha, pany Polaki,|mickiewicz
Tadeusz spał pod oknem; sam ukryty w cieniu,|mickiewicz
Stawią się bracia strzelcy, wiara obławnicy>>.|mickiewicz
Dłoń ściągną do oręża. Pierwszy wieszczek Tolumn:|wergiliusz
<<Przeklęta broń ognista! kto mieczem zabija,|mickiewicz
Gry wróg ostatni wyda krzyk boleści,|mickiewicz
Gajów, nad brzegiem strugi, co fale swe toczy|wergiliusz
Wierz mi Pan, że się chłopstwo bardzo rozzuchwali,|mickiewicz
Nieco z wielu ci rzeczy — byś pewniej przez morze|wergiliusz
Tam was i mnie ojczyzna woła do zwycięstwa.|wergiliusz
Gdzie jeno w szale walki zwróci się dziewica,|wergiliusz
Nie cieszą się, jak zwykle, z końca zimy długiej,|mickiewicz
«Patrz, czy włócznia ma lepiej nie dosięga celu!»|wergiliusz
Dam czasze, łup z Arysby przez rodzica wzięty,|wergiliusz
Znane tylko w zajęczym lub wilczym języku,|mickiewicz
Miał być lud, co przez wieki zwycięstwy zasłynie,|wergiliusz
I jak Pan wie, oddano władaniu Soplicy.|mickiewicz
Aby Moskalom naszych zamiarów nie zdradzić>>.|mickiewicz
Ten fortissimo zabrzmiał, tamten nuci z cicha,|mickiewicz
Część tylnia, na kształt dziwnej świątyni stawiona,|mickiewicz
<<Już wiem! rzekł, Sędzia mówił już o tej wolności!|mickiewicz
Strzegą wielkich baszt, bramy opatrują z trwogą,|wergiliusz
Bezbronną pierś swą włóczni arkadzkiej odsłoni…|wergiliusz
Wiele też w boju cierpiał, nim dźwignął mur miasta|wergiliusz
Miejsce, jak wiemy, zwane Świątynią dumania.|mickiewicz
Ufasz, kobieta! Przestań pierzchać, skoroś taka|wergiliusz
<<Miałożby to cudowne, śliczne widowisko|mickiewicz
Było dość majętniejszych; a z całego rodu|mickiewicz
Czyby się nie udało podsunąć mu Zosię?|mickiewicz
Los jego: doli swojej nie wyrwie się zgoła».|wergiliusz
Nigdy już odtąd gniewnej nie przebłagasz Zosi.|mickiewicz
200 <<To, to, to!>> pisnął, ręce trąc, Bartek Brzytewka,|mickiewicz
Tak zadumany ledwie zrobił kroków parę,|mickiewicz
Nie obejmie cię Troja!»|wergiliusz
Ledwie słów kilka wyrzekł, do Podkomorzanki;|mickiewicz
Wtem z dala go dochodzi zgiełk i wrzawa głucha:|wergiliusz
Jakie kiedy widziała tarcz słońca świetlana.|wergiliusz
Król Azji; leży wielki trup nad brzegów skałą,|wergiliusz
650 Hola, chłopcy!>> - i czeladź rzuciła się żwawo|mickiewicz
Pierzchają chmury, jasne niebo się odsłania:|wergiliusz
Na święty porwać posąg krwawymi rękoma,|wergiliusz
Śpią łany w krąg; zwierzęta i barwne ptaszęta.|wergiliusz
Że przy skrzypeczkach gąski pogubiła,|mickiewicz
Widzi. Żółte jaspisy jak gwiazdy bogaty|wergiliusz
Oba pilnie słuchali pochyliwszy głowy,|mickiewicz
Gdy w niebie nawet nadziei nie widzą!|mickiewicz
— «Jowiszu wszechpotężny, któremu Maur z łoża|wergiliusz
Wisiał, jako nad Żydem Boże przykazanie!|mickiewicz
Co z ogniem do Dardanów i mieczem zagości.|wergiliusz
Wlecze końmi i ciało sprzedaje za złoto. —|wergiliusz
Ale ja, z kniaziów! pytać u mnie o patenta,|mickiewicz
Stał cicho. Słysząc tętent towarzyszów w dali,|mickiewicz
Że właśnie kiedy na koń król Jan Trzeci wsiadał,|mickiewicz
Nie sami tu Panowie Dobrzyńscy jesteście,|mickiewicz
Tym bardziej Telimenę pomieszał i zdziwił|mickiewicz
Gdy łup ujrzał i rydwan z przyjaciela zwłoki —|wergiliusz
Ów na wichry ucieka pod ciemne obłoki.|wergiliusz
Gości innych nie widział oprócz spółleśników,-|mickiewicz
Jak sądziłaś (nie mylisz się bowiem!), znów ostro|wergiliusz
Weź je w drogę za druhów, na gród im bogaty|wergiliusz
Wtedy szybko, już strzałę dzierżąc na cięciwie,|wergiliusz
I straszne Pauzylipu skaliste wydroże!|mickiewicz
Rój z nagła wśród zielonych zwiesiły gałązek.|wergiliusz
w. 762|mickiewicz
50 A jenerał Dąbrowski wpada do Poznania|mickiewicz
Ojcze! Więc się nad sobą, nad córką twą młodą,|wergiliusz
Często bez psa, bez strzelby błąkał się po gaju|mickiewicz
Nie wyrówna z imienia ani z parenteli|mickiewicz
Jeżelim zasłużyła, jeśliś zaznał ze mną|wergiliusz
    «Podajcie broń mężowi! Przecz więzi was trwoga?»|wergiliusz
Na niwy Lacjum berłem swym ściągnie powtórnie|wergiliusz
I statkiem Auster w morzu zatopił do szczętu.|wergiliusz
... ale nie myśl wcale,|mickiewicz
Przyrzekła, dwakroć z Grajów wyrywając ręki,|wergiliusz
Wódka to gdańska, napój miły dla Polaka;|mickiewicz
Gdy Eneja i flotę Teukrów niespodzianie|wergiliusz
A Moskal ich podatkiem potrójnym ogłodził.|mickiewicz
Wstyd i męstwo go nowym ożywia zapałem.|wergiliusz
I do ślubu z Lawinią pewną znalazł drogę,|wergiliusz
Puszczają się znów za nim. Brzmią zewsząd okrzyki:|mickiewicz
Niech, raz zginąwszy, ginie razem z mianem Troja!»|wergiliusz
Wstępujcie więc, młodzieńce, pod moje poddasza!|wergiliusz
Chciałby popatrzeć na nią! Żal mi nieboraka,|mickiewicz
«Znając, wielki Jowiszu, jaką jest twa wola,|wergiliusz
160 Ja się nie znałem, nawet nie widziałem z Jackiem;|mickiewicz
A com widział i słyszał, w księgi umieściłem.|mickiewicz
Rwie cwałem tuż, wołając Turna jego mianem:|wergiliusz
Zaraz wieszcz: «Obcy — rzecze — mąż małżeński związek|wergiliusz
Suwała się ku niemu z wyciągniętą ręką,|mickiewicz
Jakąż bitwę widziałem? z chłopami o miedzę.|mickiewicz
było rady! wszyscy pomimo zakazu|mickiewicz
Bo Hrabia dziwnie kwaśny powrócił z przechadzki,|mickiewicz
Tylu mężów dobranych na statkach trzydziestu|wergiliusz
Równie cudna jak kamień, co się na nim świeci.|mickiewicz
— »Dlaczego puszczasz wodze smutkowi, co boli,|wergiliusz
Patrz, jak oczy wytrzeszczył, jak pogląda śmiało,|mickiewicz
Tysiącznym osimsetnym szóstym; właśnie z Gdańskiem|mickiewicz
polityczne nad modami. - Początek sporu o Kusego i Sokoła. - Żale|mickiewicz
<<Ale tamta z fręzlami, ta jest całkiem gładką>>|mickiewicz
W zbroicy tej Laurentów pysznych zwarte roty|wergiliusz
Tak w złocie srebro błyska lub z Paru lśni kamień.|wergiliusz
Bo taka grzeczność modna zda mi się kupiecka,|mickiewicz
wszędzie - przez okna głąb pałacu bada -|mickiewicz
Gdzie panieńskim rumieńcem dzięcielina pała,|mickiewicz
Gdy kręty Bakchusowy flet z oddali załka!|wergiliusz
Wygnańca z Azji (siedząc, niech patrzą Latyni,|wergiliusz
I czarną mu polewkę do stołu podano.|mickiewicz
Ile ich zapamiętać można, Czartoryscy,|mickiewicz
Mąż dzielny o broń błaga, teraz sił potrzeba,|wergiliusz
Tak chłopiec, kiedy ujrzy cykoryi kwiaty,|mickiewicz
Klucznik mówił, że tylko znał jednego człeka,|mickiewicz
Ze złotych łusek splecion, trójnitny, bogaty|wergiliusz
I wyryta chorągiew wielka Mahometa,|mickiewicz
On sam powagę umiał utrzymać nad groźnym|mickiewicz
Po czym druhów — bo wodzów doń zbiegła się rzesza|wergiliusz
Jedna ręka na szabli, a drugą do stoła|mickiewicz
Czysta krew lacka, wszyscy mieli czarne włosy,|mickiewicz
Przypadkiem obok wzgórek był, kędy się ściele|wergiliusz
I jako róży pączek cała się spłoniła.|mickiewicz
Rozmachem zwalił Waler, świadomy co walka.|wergiliusz
Przycisnął ranę; wtedy w bok, od lewej strony|wergiliusz
Łan wielki, król jej Likurg władał w dawnej porze.|wergiliusz
Już przeszło, jak ogary wpadły w otchłań lasu.|mickiewicz
Co żonę przegrał, grając w mariasza z Moskalem>>.|mickiewicz
Zbiór ten pochodził w części z pobożności ludu,|mickiewicz
Przy niej druhów frygijskich tłum i Julus śpieszy|wergiliusz
Obroni cię i wielką obdarzy nagrodą.|wergiliusz
I dziś już przywykajcie do druhów zastawy».|wergiliusz
Dwakroć w boju pobici, ledwo strzeżem w grodzie|wergiliusz
Sam wróciwszy do domu, żył z własnej rąk pracy,|mickiewicz
Ile możności to...|mickiewicz
860 Chciał wyręczyć Hrabiego; tak sobie niekiedy|mickiewicz
Dydo mąkę w żar sypie na ołtarz bogaty,|wergiliusz
Za wiatrem znowu obłok nadbiega wilgotny:|mickiewicz
Ogłasza ją; sejm walny w Warszawie zwołany,|mickiewicz
Trwałe, chociaż wpół zgniłe i stawione krzywo|mickiewicz
200 Niestety! już i do nas włazi moda nowa.|mickiewicz
Zgładził, przez żywot święty i przez wielkie czyny.|mickiewicz
Com was uszedł, opaski, którem niósł w zgon krwawy:|wergiliusz
Częściej do książek niźli do psiarni zazierał,|mickiewicz
Bije wrzask, wieść po grodzie wstrząśniętym szaleje,|wergiliusz
    Wśród przednich rot Turn piękny, jaśniejący chwałą,|wergiliusz
I dwa konie niebiańskie; żar z nozdrzy im strzela.|wergiliusz
Potem Sędziemu szepnął schyliwszy się w ucho|mickiewicz
Ni podwójna kolczuga złota nie wstrzymała|wergiliusz
Tyrreńczyków podburzać i ludy spokojne?|wergiliusz
«Złóżcie wszystko — rzekł — rzućcie trud nie­dokończony,|wergiliusz
W gnój brzydki i posokę, co ziemię w krąg kala.|wergiliusz
wesołość pomięszał przeczuciem złowieszczem.|mickiewicz
Eneja, lecz wnet troską znów dręczy się swoją.|wergiliusz
I w brodzie ślad niedawny lancy lub postrzału,|mickiewicz
Terajewicza znałem, co idąc na dziki|mickiewicz
Opatrzonych w broszurki i w różne gazety,|mickiewicz
I sama lekko świeży nabiału kwiat garnie|mickiewicz
Zmieniano wiarę, mowę, prawa i ubiory.|mickiewicz
Chowa wdzięczność za pierwsze miłości słodycze!|mickiewicz
Rozbiegłe moje ptastwo wpędzić nazad w zboże?>>|mickiewicz
Topiel kryje, gdziekolwiek twarz jawisz przyjemną,|wergiliusz
Jeden mąż, osaczony w krąg przez nieprzyjaciół,|wergiliusz
Powiedzcie! Czyn to dawny, lecz wieczystej sławy…|wergiliusz
Gerwazego Rębajłę, Horeszków klucznika,|mickiewicz
Włos każdego opaska wieńczy z lauru zwita,|wergiliusz
I nowego mazurka; mam nowe mazurki,|mickiewicz
780 Jak laskę marszałkowską, nakazał milczenie.|mickiewicz
Niepomni państw i szpetną uwikłani żądzą.|wergiliusz
Tydydy ujrzą? Znowu zraniona mam zostać?|wergiliusz
Czyli was znajdę jeszcze? czy dotąd żyjecie?|mickiewicz
Wywiodła z podstawionej klaczy po kryjomu. —|wergiliusz
    Tu bitwę srogą widzim, jakby mordu szałem|wergiliusz
Koi nieco — ów cieszy się z ziemi nazwiska.|wergiliusz
420 Prawa i obyczaje, nawet suknie stare.|mickiewicz
Ciągniemy! Napoleon, widząc nasze lance,|mickiewicz
— «Eneju — rzecze — choćby sam Jowisz od siebie|wergiliusz
Ten medal za Oczaków, ten za Izmaiłów,|mickiewicz
Odwykł od grania, nie śmie i panów się wstydzi;|mickiewicz
Upadli, właśnie kiedy pluton ognia dawał;|mickiewicz
Od śmiechu, a ja z księdzem słowy poważnemi|mickiewicz
Zostawisz, skoroś poniósł śmierć z ręki Kamilli!»|wergiliusz
I opuszczając strawę do domu ucieka.|mickiewicz
Na wicinnym: potrzebna jest znajomość taka|mickiewicz
Gdy z trudem, ledwo z groźnej dobywszy się skały,|wergiliusz
On leci na strzał, kręcąc ostrze Scyzoryka.|mickiewicz
On, ciesząc się podarkiem i tak wielką chwałą,|wergiliusz
I nie przeczym, że nasi synowie i wnuki|mickiewicz
I luki znać…|wergiliusz
W bój rzucasz się, o tyle mnie pilniej przystało|wergiliusz
<<He! czekać? szczekać? zwlekać?>> przerwał Maciej drugi,|mickiewicz
"Nie pił, leliśmy w gardło, krzyczał: ""Gwałt się dzieje!"" Czekaj"|mickiewicz
Tu Wojski skończył opis i laską znak daje,|mickiewicz
Król bogów, świata całym władnący przestworem,|wergiliusz
Nazwie mnie, gdy Tybr, co się z iliońskiej krwi wzdyma,|wergiliusz
— »Żyjcie szczęśni, wy, których fortuna już zgoła|wergiliusz
Moskale od lewego skrzydła|mickiewicz
A Pallas z mocą oszczep wyrzuca straszliwy|wergiliusz
Wraz wszyscy ściągną sznury, w lewo, jak pęd nagli,|wergiliusz
Niechętna, do ucieczki w końcu się porwała|wergiliusz
Nie mogłem. Nie.|mickiewicz
Choć ścigłą łanię dosiągł, Erymantu bory|wergiliusz
Zaś zastęp Eneadów szańców jego strzeże|wergiliusz
Ku polom, skąd już zeszły strzelcy rozstawione,|mickiewicz
Bo Neptun, jak obiecał, opiekę jej zsyła.|wergiliusz
Jak złom ciężki z gór szczytu oderwanej bryły,|wergiliusz
Którą brał za pęk strusich piór w ręku dziewicy|mickiewicz
Kosy, strzelby; Konewka znalazł dwa szturmaki|mickiewicz
Niby do wspomnień dawnych, uśpionych w nim, pukał,|mickiewicz
Laurenckiemu bogowi swe szaty wieszali;|wergiliusz
Wy, Tyryjcy, ród cały wiecznymi zatargi|wergiliusz
    Pierwszy raz, mówią, w boju puścił wtenczas strzałę|wergiliusz
Nie mogłem ducha oddać, tam polec z twej dłoni,|wergiliusz
Głęboko zadumani, w sobie pogrążeni.|mickiewicz
50 Już chmura, roztaczając cienie na kształt sieci,|mickiewicz
Kopę żyta, niepełne jadą do stodoły;|mickiewicz
Nie inaczej uchodzi wstecz Turn z czołem śmiałem,|wergiliusz
Oblubieńca, patrona zaręczonej młodzi,|mickiewicz
Żywotny duch swym tchnieniom przenikał do wnętrza,|wergiliusz
Kartaginę. Wojski wyczytał opis tego zdarzenia nie w Eneidzie,|mickiewicz
Chował się między gęste i wysokie zioła,|mickiewicz
Wieść niesie, że pod królem tym nastał wiek złoty:|wergiliusz
Zwierza na wóz złożyli, sami na koń siedli,|mickiewicz
Nie śmiano łajać mnicha; a po takiej probie|mickiewicz
Odstąpiwszy od Turna, smutna zeszłam z pola;|wergiliusz
Aby tasiemka była długa, rozciągnięta,|mickiewicz
Klnie się, na smolne nurty i brzegów ich wały…|wergiliusz
Tu mu podała rękę. - Pan Hrabia przyklęka,|mickiewicz
Lecz różne znaki jawnym bronią tego piętnem:|wergiliusz
Ogląda sprzęt i waży rękawic ciężary.|wergiliusz
Tysiąc rubelków, Sędzio, to ostatnie słówko>>.|mickiewicz
On sam pieszo, odziany w wielką skórę lwiska,|wergiliusz
<<I tyżeś to! zawołał, czy mnie oczy łudzą?|mickiewicz
W domu, a w lasach wielkie robiono obławy.|mickiewicz
970 I słowa liturgiji takim wyrzekł tonem|mickiewicz
By ujrzeć ojca, schodzi do Erebu głuszy.|wergiliusz
W końcu krótko rzekł: — «Jakże oglądam cię chętnie,|wergiliusz
Te półmiski kontuzów, arkasów, blemasów,|mickiewicz
Tarcz, miecz zdobny w słoniową kość z przodu zawiesza;|wergiliusz
Tak mocno zajmowało wszystkich grzybobranie.|mickiewicz
Na środek dwa wielkiego ciężaru rzemienie|wergiliusz
660 Wierny sługa; żandarmów oddział miał w komendzie,|mickiewicz
Szlachta zaczęła z chaty przez okna wyzierać|mickiewicz
O przyszłość: Oto zdobycz, z pysznego ściągnięta|wergiliusz
Oszczepem, Demofonta i dzielnego Chromka.|wergiliusz
Wyszyty tam królewicz na idajskiej górze|wergiliusz
    Odsłońcie wasz Helikon, głoście nam, boginie,|wergiliusz
Zbiegom z Troi — dziś popiół zniszczonej i kości|wergiliusz
680 <<Panno Zofijo, rzecze, Pani Telimeno!|mickiewicz
Grzebią i kryją kopcem z ciepłej jeszcze ziemi.|wergiliusz
Ale bojąc się śledztwa, przed Moskwą się schował,|mickiewicz
Pozostały ostatni z Horeszki dworzanów;|mickiewicz
"Mówiłem: ""Po co tobie leźć do Soplicowa?"|mickiewicz
Tadeusz też posępny, nic nie jadł, nic nie pił,|mickiewicz
Przez wszystkie bramy Teukrów tłum w szańce się chowa;|wergiliusz
Powrót panicza. - Spotkanie się najpierwsze w pokoiku, drugie u|mickiewicz
Bo on nas powystrzela; patrz, bierze do celu>>.|mickiewicz
